ID,pred
0,0.11675836
1,0.11675836
2,0.11675836
3,0.11675836
4,0.11675836
5,0.11675836
6,0.11675836
7,0.11675836
8,0.11675836
9,0.11675836
10,0.11675836
11,0.11675836
12,0.11675836
13,0.11675836
14,0.11675836
15,0.11675836
16,0.11675836
17,0.11675836
18,0.11675836
19,0.11675836
20,0.11675836
21,0.11675836
22,0.11675836
23,0.11675836
24,0.11675836
25,0.11675836
26,0.11675836
27,0.11675836
28,0.11675836
29,0.11675836
30,0.11675836
31,0.11675836
32,0.11675836
33,0.11675836
34,0.11675836
35,0.11675836
36,0.11675836
37,0.11675836
38,0.11675836
39,0.11675836
40,0.11675836
41,0.11675836
42,0.11675836
43,0.11675836
44,0.11675836
45,0.11675836
46,0.11675836
47,0.11675836
48,0.11675836
49,0.11675836
50,0.11675836
51,0.11675836
52,0.11675836
53,0.11675836
54,0.11675836
55,0.11675836
56,0.11675836
57,0.11675836
58,0.11675836
59,0.11675836
60,0.11675836
61,0.11675836
62,0.11675838
63,0.11675836
64,0.11675836
65,0.11675836
66,0.11675836
67,0.11675836
68,0.11675836
69,0.11675836
70,0.11675836
71,0.11675836
72,0.11675836
73,0.11675836
74,0.11675836
75,0.11675836
76,0.11675836
77,0.11675836
78,0.11675836
79,0.11675836
80,0.11675836
81,0.11675836
82,0.11675836
83,0.11675836
84,0.11675836
85,0.11675836
86,0.11675836
87,0.11675836
88,0.11675836
89,0.11675836
90,0.11675836
91,0.11675836
92,0.11675836
93,0.11675836
94,0.11675836
95,0.11675836
96,0.11675836
97,0.11675836
98,0.11675836
99,0.11675836
100,0.11675836
101,0.11675836
102,0.11675836
103,0.11675836
104,0.11675836
105,0.11675836
106,0.11675836
107,0.11675838
108,0.11675836
109,0.11675836
110,0.11675836
111,0.11675836
112,0.11675836
113,0.11675836
114,0.11675836
115,0.11675836
116,0.11675836
117,0.11675836
118,0.11675836
119,0.11675836
120,0.11675836
121,0.11675836
122,0.11675836
123,0.11675836
124,0.11675836
125,0.11675836
126,0.11675836
127,0.11675836
128,0.11675838
129,0.11675836
130,0.11675836
131,0.11675836
132,0.11675836
133,0.11675836
134,0.11675836
135,0.11675836
136,0.11675836
137,0.11675836
138,0.11675836
139,0.11675836
140,0.11675836
141,0.11675836
142,0.11675836
143,0.11675836
144,0.11675836
145,0.11675836
146,0.11675836
147,0.11675836
148,0.11675836
149,0.11675836
150,0.11675836
151,0.11675836
152,0.11675836
153,0.11675836
154,0.11675836
155,0.11675836
156,0.11675836
157,0.11675836
158,0.11675836
159,0.11675836
160,0.11675838
161,0.11675836
162,0.11675836
163,0.11675836
164,0.11675836
165,0.11675836
166,0.11675836
167,0.11675836
168,0.11675836
169,0.11675836
170,0.11675836
171,0.11675836
172,0.11675836
173,0.11675836
174,0.11675836
175,0.11675836
176,0.11675836
177,0.11675836
178,0.11675836
179,0.11675836
180,0.11675836
181,0.11675836
182,0.11675836
183,0.11675836
184,0.11675836
185,0.11675836
186,0.11675836
187,0.11675836
188,0.11675836
189,0.11675836
190,0.11675836
191,0.11675836
192,0.11675836
193,0.11675836
194,0.11675836
195,0.11675836
196,0.11675836
197,0.11675836
198,0.11675836
199,0.11675836
200,0.11675836
201,0.11675836
202,0.11675836
203,0.11675836
204,0.11675836
205,0.11675836
206,0.11675836
207,0.11675836
208,0.11675836
209,0.11675836
210,0.11675836
211,0.11675836
212,0.11675836
213,0.11675836
214,0.11675836
215,0.11675836
216,0.11675836
217,0.11675836
218,0.11675836
219,0.11675836
220,0.11675836
221,0.11675836
222,0.11675836
223,0.11675836
224,0.11675836
225,0.11675836
226,0.11675836
227,0.11675836
228,0.11675836
229,0.11675836
230,0.11675836
231,0.11675836
232,0.11675836
233,0.11675836
234,0.11675838
235,0.11675836
236,0.11675836
237,0.11675836
238,0.11675836
239,0.11675836
240,0.11675836
241,0.11675836
242,0.11675836
243,0.11675836
244,0.11675836
245,0.11675836
246,0.11675836
247,0.11675836
248,0.11675836
249,0.11675836
250,0.11675836
251,0.11675836
252,0.11675836
253,0.11675836
254,0.11675836
255,0.11675836
256,0.11675836
257,0.11675836
258,0.11675836
259,0.11675836
260,0.11675836
261,0.11675836
262,0.11675836
263,0.11675836
264,0.11675836
265,0.11675836
266,0.11675836
267,0.11675836
268,0.11675836
269,0.11675838
270,0.11675836
271,0.11675836
272,0.11675836
273,0.11675836
274,0.11675836
275,0.11675836
276,0.11675836
277,0.11675836
278,0.11675836
279,0.11675836
280,0.11675836
281,0.11675836
282,0.11675836
283,0.11675836
284,0.11675836
285,0.11675836
286,0.11675836
287,0.11675836
288,0.11675836
289,0.11675836
290,0.11675836
291,0.11675836
292,0.11675836
293,0.11675836
294,0.11675836
295,0.11675836
296,0.11675836
297,0.11675836
298,0.11675836
299,0.11675836
300,0.11675836
301,0.11675838
302,0.11675838
303,0.11675836
304,0.11675836
305,0.11675836
306,0.11675836
307,0.11675836
308,0.11675836
309,0.11675836
310,0.11675836
311,0.11675836
312,0.11675836
313,0.11675836
314,0.11675836
315,0.11675836
316,0.11675836
317,0.11675836
318,0.11675836
319,0.11675838
320,0.11675836
321,0.11675836
322,0.11675836
323,0.11675836
324,0.11675836
325,0.11675836
326,0.11675836
327,0.11675836
328,0.11675836
329,0.11675836
330,0.11675836
331,0.11675836
332,0.11675836
333,0.11675836
334,0.11675836
335,0.11675836
336,0.11675836
337,0.11675836
338,0.11675836
339,0.11675836
340,0.11675836
341,0.11675836
342,0.11675836
343,0.11675836
344,0.11675836
345,0.11675836
346,0.11675836
347,0.11675836
348,0.11675836
349,0.11675836
350,0.11675836
351,0.11675836
352,0.11675836
353,0.11675836
354,0.11675836
355,0.11675836
356,0.11675836
357,0.11675836
358,0.11675836
359,0.11675836
360,0.11675836
361,0.11675836
362,0.11675836
363,0.11675836
364,0.11675836
365,0.11675836
366,0.11675836
367,0.11675836
368,0.11675836
369,0.11675836
370,0.11675836
371,0.11675836
372,0.11675836
373,0.11675836
374,0.11675836
375,0.11675836
376,0.11675836
377,0.11675836
378,0.11675836
379,0.11675836
380,0.11675836
381,0.11675836
382,0.11675836
383,0.11675836
384,0.11675836
385,0.11675836
386,0.11675836
387,0.11675836
388,0.11675836
389,0.11675836
390,0.11675836
391,0.11675836
392,0.11675836
393,0.11675836
394,0.11675836
395,0.11675836
396,0.11675836
397,0.11675838
398,0.11675836
399,0.11675836
400,0.11675836
401,0.11675836
402,0.11675836
403,0.11675836
404,0.11675836
405,0.11675836
406,0.11675836
407,0.11675836
408,0.11675836
409,0.11675836
410,0.11675836
411,0.11675836
412,0.11675836
413,0.11675836
414,0.11675836
415,0.11675836
416,0.11675836
417,0.11675836
418,0.11675836
419,0.11675836
420,0.11675836
421,0.11675836
422,0.11675836
423,0.11675836
424,0.11675836
425,0.11675836
426,0.11675836
427,0.11675836
428,0.11675836
429,0.11675836
430,0.11675836
431,0.11675836
432,0.11675836
433,0.11675836
434,0.11675836
435,0.11675836
436,0.11675836
437,0.11675836
438,0.11675836
439,0.11675836
440,0.11675836
441,0.11675836
442,0.11675836
443,0.11675836
444,0.11675836
445,0.11675836
446,0.11675836
447,0.11675836
448,0.11675836
449,0.11675836
450,0.11675836
451,0.11675836
452,0.11675836
453,0.11675836
454,0.11675836
455,0.11675836
456,0.11675836
457,0.11675836
458,0.11675836
459,0.11675836
460,0.11675836
461,0.11675836
462,0.11675836
463,0.11675836
464,0.11675836
465,0.11675836
466,0.11675836
467,0.11675836
468,0.11675838
469,0.11675836
470,0.11675836
471,0.11675836
472,0.11675836
473,0.11675836
474,0.11675836
475,0.11675836
476,0.11675836
477,0.11675836
478,0.11675836
479,0.11675836
480,0.11675836
481,0.11675836
482,0.11675836
483,0.11675836
484,0.11675836
485,0.11675836
486,0.11675836
487,0.11675836
488,0.11675836
489,0.11675836
490,0.11675836
491,0.11675836
492,0.11675836
493,0.11675836
494,0.11675836
495,0.11675838
496,0.11675836
497,0.11675836
498,0.11675836
499,0.11675838
500,0.11675836
501,0.11675836
502,0.11675836
503,0.11675836
504,0.11675836
505,0.11675836
506,0.11675836
507,0.11675836
508,0.11675836
509,0.11675836
510,0.11675836
511,0.11675836
512,0.11675836
513,0.11675836
514,0.11675836
515,0.11675836
516,0.11675836
517,0.11675836
518,0.11675836
519,0.11675836
520,0.11675836
521,0.11675836
522,0.11675836
523,0.11675836
524,0.11675836
525,0.11675836
526,0.11675836
527,0.11675836
528,0.11675836
529,0.11675836
530,0.11675836
531,0.11675836
532,0.11675836
533,0.11675836
534,0.11675836
535,0.11675836
536,0.11675836
537,0.11675836
538,0.11675836
539,0.11675836
540,0.11675836
541,0.11675836
542,0.11675836
543,0.11675836
544,0.11675836
545,0.11675836
546,0.11675836
547,0.11675838
548,0.11675838
549,0.11675836
550,0.11675836
551,0.11675836
552,0.11675836
553,0.11675836
554,0.11675836
555,0.11675836
556,0.11675836
557,0.11675836
558,0.11675836
559,0.11675836
560,0.11675836
561,0.11675836
562,0.11675836
563,0.11675836
564,0.11675836
565,0.11675836
566,0.11675836
567,0.11675836
568,0.11675836
569,0.11675836
570,0.11675836
571,0.11675836
572,0.11675836
573,0.11675836
574,0.11675836
575,0.11675836
576,0.11675836
577,0.11675836
578,0.11675836
579,0.11675836
580,0.11675836
581,0.11675836
582,0.11675836
583,0.11675836
584,0.11675836
585,0.11675836
586,0.11675836
587,0.11675836
588,0.11675836
589,0.11675836
590,0.11675836
591,0.11675836
592,0.11675836
593,0.11675836
594,0.11675836
595,0.11675836
596,0.11675836
597,0.11675836
598,0.11675836
599,0.11675836
600,0.11675838
601,0.11675836
602,0.11675836
603,0.11675836
604,0.11675836
605,0.11675836
606,0.11675836
607,0.11675836
608,0.11675836
609,0.11675836
610,0.11675836
611,0.11675836
612,0.11675836
613,0.11675836
614,0.11675836
615,0.11675836
616,0.11675836
617,0.11675836
618,0.11675836
619,0.11675836
620,0.11675836
621,0.11675836
622,0.11675836
623,0.11675836
624,0.11675836
625,0.11675836
626,0.11675836
627,0.11675836
628,0.11675836
629,0.11675836
630,0.11675836
631,0.11675836
632,0.11675838
633,0.11675836
634,0.11675836
635,0.11675836
636,0.11675836
637,0.11675836
638,0.11675836
639,0.11675836
640,0.11675836
641,0.11675836
642,0.11675836
643,0.11675836
644,0.11675836
645,0.11675836
646,0.11675836
647,0.11675838
648,0.11675836
649,0.11675836
650,0.11675836
651,0.11675836
652,0.11675836
653,0.11675836
654,0.11675836
655,0.11675836
656,0.11675836
657,0.11675836
658,0.11675836
659,0.11675836
660,0.11675838
661,0.11675836
662,0.11675836
663,0.11675836
664,0.11675836
665,0.11675836
666,0.11675836
667,0.11675836
668,0.11675836
669,0.11675836
670,0.11675836
671,0.11675836
